UF;CD_UF;CD_MUNICIPIO;MUN;POP_EST;CD_MUN_IBGE;CD_MUN;AREA_MUN;DENS_POP
RN;24.0;12708.0;São Pedro;5905.0;2412708.0;2412708;195.237;30.2
BA;29.0;20700.0;Maraú;25626.0;2920700.0;2920700;848.885;30.2
SC;42.0;4905.0;Descanso;8660.0;4204905.0;4204905;287.057;30.2
MG;31.0;20805.0;Cruzília;15779.0;3120805.0;3120805;522.419;30.2
RS;43.0;10850.0;Jaboticaba;3850.0;4310850.0;4310850;127.589;30.2
PR;41.0;16703.0;Nova Aurora;14219.0;4116703.0;4116703;470.642;30.2
ES;32.0;4658.0;São Domingos do Norte;9008.0;3204658.0;3204658;298.58;30.2
PR;41.0;3057.0;Boa Vista da Aparecida;8034.0;4103057.0;4103057;266.175;30.2
SP;35.0;51108.0;Sarapuí;10632.0;3551108.0;3551108;352.592;30.2
MA;21.0;5203.0;Igarapé Grande;10463.0;2105203.0;2105203;346.218;30.2
SC;42.0;18855.0;União do Oeste;2801.0;4218855.0;4218855;92.857;30.2
BA;29.0;2658.0;Banzaê;12309.0;2902658.0;2902658;409.507;30.1
PR;41.0;1705.0;Araruna;14824.0;4101705.0;4101705;493.191;30.1
RS;43.0;13003.0;Nova Bréscia;3105.0;4313003.0;4313003;102.994;30.1
CE;23.0;4608.0;General Sampaio;6924.0;2304608.0;2304608;230.371;30.1
ES;32.0;2553.0;Ibitirama;9973.0;3202553.0;3202553;330.874;30.1
SP;35.0;54706.0;Torrinha;9484.0;3554706.0;3554706;315.267;30.1
RN;24.0;10603.0;Rafael Godeiro;3008.0;2410603.0;2410603;100.073;30.1
BA;29.0;28950.0;São Domingos;8693.0;2928950.0;2928950;289.963;30.0
SP;35.0;41059.0;Pratânia;5246.0;3541059.0;3541059;175.1;30.0
RS;43.0;12708.0;Nonoai;14056.0;4312708.0;4312708;468.962;30.0
PE;26.0;3405.0;Calumbi;5367.0;2603405.0;2603405;179.314;29.9
MG;31.0;42106.0;Miradouro;9026.0;3142106.0;3142106;301.672;29.9
RN;24.0;9902.0;Pendências;12536.0;2409902.0;2409902;419.137;29.9
SE;28.0;1207.0;Canindé de São Francisco;27885.0;2801207.0;2801207;934.167;29.9
RJ;33.0;1603.0;Duas Barras;11354.0;3301603.0;3301603;379.619;29.9
RJ;33.0;2304.0;Laje do Muriaé;7584.0;3302304.0;3302304;253.53;29.9
MG;31.0;25952.0;Fervedouro;10693.0;3125952.0;3125952;357.683;29.9
BA;29.0;16856.0;Itatim;16375.0;2916856.0;2916856;547.51;29.9
RS;43.0;1602.0;Bagé;121900.0;4301602.0;4301602;4090.36;29.8
MG;31.0;56205.0;Rochedo de Minas;2363.0;3156205.0;3156205;79.402;29.8
SC;42.0;7601.0;Ipira;4635.0;4207601.0;4207601;155.651;29.8
RS;43.0;2253.0;Boa Vista do Sul;2815.0;4302253.0;4302253;94.399;29.8
PR;41.0;24608.0;São Carlos do Ivaí;6712.0;4124608.0;4124608;225.079;29.8
BA;29.0;31400.0;Teodoro Sampaio;7301.0;2931400.0;2931400;244.613;29.8
PR;41.0;4907.0;Castro;75291.0;4104907.0;4104907;2531.503;29.7
PR;41.0;15606.0;Matelândia;19022.0;4115606.0;4115606;639.746;29.7
BA;29.0;7608.0;Central;16849.0;2907608.0;2907608;566.974;29.7
BA;29.0;3300.0;Barro Preto;5966.0;2903300.0;2903300;201.585;29.6
MG;31.0;61403.0;São Francisco do Glória;4866.0;3161403.0;3161403;164.613;29.6
RS;43.0;20305.0;Selbach;5220.0;4320305.0;4320305;176.471;29.6
BA;29.0;5503.0;Caldeirão Grande;13566.0;2905503.0;2905503;458.311;29.6
PI;22.0;5706.0;Luís Correia;31775.0;2205706.0;2205706;1074.132;29.6
SP;35.0;34807.0;Ouro Verde;7901.0;3534807.0;3534807;266.778;29.6
GO;52.0;14408.0;Nazário;8330.0;5214408.0;5214408;281.147;29.6
PR;41.0;16307.0;Munhoz de Melo;4045.0;4116307.0;4116307;137.018;29.5
MA;21.0;5807.0;Lago do Junco;9700.0;2105807.0;2105807;328.525;29.5
MG;31.0;7703.0;Bom Jesus do Amparo;5775.0;3107703.0;3107703;195.611;29.5
MG;31.0;38005.0;Laranjal;6042.0;3138005.0;3138005;204.882;29.5
AL;27.0;5309.0;Minador do Negrão;4938.0;2705309.0;2705309;167.462;29.5
PB;25.0;11301.0;Piancó;17006.0;2511301.0;2511301;576.986;29.5
PI;22.0;6720.0;Nazária;10706.0;2206720.0;2206720;362.376;29.5
MG;31.0;28402.0;Guarani;7780.0;3128402.0;3128402;264.194;29.4
BA;29.0;7004.0;Cardeal da Silva;8634.0;2907004.0;2907004;293.456;29.4
PR;41.0;5102.0;Centenário do Sul;10936.0;4105102.0;4105102;371.834;29.4
RS;43.0;21469.0;Tio Hugo;3352.0;4321469.0;4321469;113.944;29.4
MG;31.0;16001.0;Chalé;6261.0;3116001.0;3116001;212.674;29.4
PR;41.0;2208.0;Atalaia;4045.0;4102208.0;4102208;137.663;29.4
SP;35.0;35903.0;Paranapuã;4111.0;3535903.0;3535903;140.354;29.3
BA;29.0;6808.0;Cansanção;39556.0;2906808.0;2906808;1351.891;29.3
RJ;33.0;5133.0;São José de Ubá;7315.0;3305133.0;3305133;249.688;29.3
AL;27.0;2801.0;Flexeiras;9767.0;2702801.0;2702801;333.756;29.3
PI;22.0;3404.0;Dom Expedito Lopes;6421.0;2203404.0;2203404;218.808;29.3
SC;42.0;9177.0;Jupiá;2675.0;4209177.0;4209177;91.448;29.3
PR;41.0;12504.0;Jardim Alegre;12130.0;4112504.0;4112504;413.386;29.3
SP;35.0;36000.0;Parapuã;10729.0;3536000.0;3536000;366.664;29.3
CE;23.0;10902.0;Piquet Carneiro;17202.0;2310902.0;2310902;589.601;29.2
RS;43.0;19372.0;São Pedro do Butiá;3139.0;4319372.0;4319372;107.559;29.2
AL;27.0;4609.0;Maravilha;9715.0;2704609.0;2704609;332.37;29.2
MG;31.0;34301.0;Itumirim;6845.0;3134301.0;3134301;234.802;29.2
PB;25.0;2607.0;Igaracy;5743.0;2502607.0;2502607;197.058;29.1
CE;23.0;8351.0;Milhã;14635.0;2308351.0;2308351;502.137;29.1
SP;35.0;23602.0;Itirapina;16433.0;3523602.0;3523602;564.603;29.1
BA;29.0;29370.0;São José do Jacuípe;10556.0;2929370.0;2929370;362.365;29.1
SP;35.0;46207.0;Santa Cruz da Conceição;4365.0;3546207.0;3546207;150.13;29.1
MA;21.0;11003.0;São João Batista;18909.0;2111003.0;2111003;649.956;29.1
BA;29.0;32101.0;Ubaíra;19162.0;2932101.0;2932101;659.08;29.1
MG;31.0;67806.0;Soledade de Minas;5733.0;3167806.0;3167806;196.866;29.1
PI;22.0;2000.0;Buriti dos Lopes;20096.0;2202000.0;2202000;690.54;29.1
MG;31.0;63409.0;São José do Goiabal;5492.0;3163409.0;3163409;189.578;29.0
RS;43.0;13441.0;Novo Tiradentes;2188.0;4313441.0;4313441;75.428;29.0
ES;32.0;3403.0;Mimoso do Sul;25179.0;3203403.0;3203403;869.439;29.0
RN;24.0;10900.0;Riachuelo;7627.0;2410900.0;2410900;262.887;29.0
MG;31.0;49952.0;Periquito;6647.0;3149952.0;3149952;228.907;29.0
PR;41.0;5607.0;Cidade Gaúcha;11684.0;4105607.0;4105607;403.045;29.0
BA;29.0;10909.0;Firmino Alves;5006.0;2910909.0;2910909;172.353;29.0
SP;35.0;54656.0;Torre de Pedra;2063.0;3554656.0;3554656;71.348;28.9
SP;35.0;10203.0;Capão Bonito;47403.0;3510203.0;3510203;1640.229;28.9
PE;26.0;15201.0;Terra Nova;9221.0;2615201.0;2615201;318.709;28.9
RS;43.0;21956.0;Trindade do Sul;7766.0;4321956.0;4321956;268.417;28.9
BA;29.0;19553.0;Luís Eduardo Magalhães;116662.0;2919553.0;2919553;4036.094;28.9
SC;42.0;2156.0;Belmonte;2709.0;4202156.0;4202156;93.852;28.9
SP;35.0;43709.0;Rincão;9145.0;3543709.0;3543709;316.639;28.9
SP;35.0;14205.0;Dolcinópolis;2250.0;3514205.0;3514205;77.939;28.9
PR;41.0;19251.0;Pinhal de São Bento;2819.0;4119251.0;4119251;97.463;28.9
PI;22.0;5508.0;José de Freitas;44391.0;2205508.0;2205508;1538.172;28.9
SC;42.0;19408.0;Witmarsum;4451.0;4219408.0;4219408;153.776;28.9
PE;26.0;15805.0;Tupanatinga;27009.0;2615805.0;2615805;934.801;28.9
RN;24.0;2709.0;Cerro Corá;11322.0;2402709.0;2402709;393.573;28.8
PR;41.0;23824.0;Santa Lúcia;3657.0;4123824.0;4123824;126.813;28.8
PR;41.0;18808.0;Peabiru;13496.0;4118808.0;4118808;468.594;28.8
RS;43.0;5173.0;Cerro Grande do Sul;9343.0;4305173.0;4305173;324.908;28.8
SP;35.0;56305.0;Valparaíso;24723.0;3556305.0;3556305;857.661;28.8
PI;22.0;1200.0;Barras;49533.0;2201200.0;2201200;1722.507;28.8
PB;25.0;12002.0;Pocinhos;17990.0;2512002.0;2512002;623.967;28.8
CE;23.0;804.0;Antonina do Norte;7484.0;2300804.0;2300804;259.706;28.8
AL;27.0;3759.0;Jequiá da Praia;9625.0;2703759.0;2703759;334.265;28.8
CE;23.0;10704.0;Pentecoste;39715.0;2310704.0;2310704;1379.836;28.8
PR;41.0;1051.0;Anahy;2965.0;4101051.0;4101051;102.895;28.8
SC;42.0;1653.0;Arvoredo;2600.0;4201653.0;4201653;90.503;28.7
RN;24.0;1859.0;Caiçara do Norte;6474.0;2401859.0;2401859;225.633;28.7
PR;41.0;10656.0;Iracema do Oeste;2344.0;4110656.0;4110656;81.538;28.7
GO;52.0;3302.0;Bela Vista de Goiás;36583.0;5203302.0;5203302;1274.034;28.7
PE;26.0;9907.0;Ouricuri;68329.0;2609907.0;2609907;2381.57;28.7
MG;31.0;39706.0;Maravilhas;7518.0;3139706.0;3139706;261.604;28.7
SP;35.0;30409.0;Mirassolândia;4771.0;3530409.0;3530409;166.125;28.7
CE;23.0;4004.0;Coreaú;21438.0;2304004.0;2304004;750.332;28.6
BA;29.0;14703.0;Itaberaba;68244.0;2914703.0;2914703;2386.39;28.6
MG;31.0;33303.0;Itaobim;19354.0;3133303.0;3133303;679.024;28.5
PI;22.0;707.0;Anísio de Abreu;9631.0;2200707.0;2200707;337.877;28.5
SP;35.0;30904.0;Mombuca;3815.0;3530904.0;3530904;133.698;28.5
MG;31.0;12059.0;Cantagalo;4039.0;3112059.0;3112059;141.855;28.5
MG;31.0;28204.0;Guaraciaba;9921.0;3128204.0;3128204;348.596;28.5
MG;31.0;34400.0;Iturama;40011.0;3134400.0;3134400;1404.663;28.5
PB;25.0;13307.0;Santa Helena;6020.0;2513307.0;2513307;211.143;28.5
SE;28.0;5406.0;Poço Redondo;34723.0;2805406.0;2805406;1220.426;28.5
PB;25.0;14503.0;São José de Piranhas;19552.0;2514503.0;2514503;686.918;28.5
SP;35.0;27702.0;Luiziânia;4751.0;3527702.0;3527702;166.576;28.5
GO;52.0;18805.0;Rio Verde;238025.0;5218805.0;5218805;8374.255;28.4
RS;43.0;8706.0;Gaurama;5780.0;4308706.0;4308706;204.428;28.3
RS;43.0;6072.0;Cristal do Sul;2746.0;4306072.0;4306072;97.077;28.3
PR;41.0;11001.0;Itambaracá;5874.0;4111001.0;4111001;207.342;28.3
SP;35.0;14957.0;Embaúba;2353.0;3514957.0;3514957;83.129;28.3
PR;41.0;509.0;Altônia;18750.0;4100509.0;4100509;661.56;28.3
SP;35.0;19501.0;Ibirarema;6461.0;3519501.0;3519501;228.23;28.3
SP;35.0;34104.0;Oriente;6180.0;3534104.0;3534104;218.668;28.3
CE;23.0;5332.0;Ibicuitinga;11979.0;2305332.0;2305332;423.856;28.3
MA;21.0;8405.0;Peri Mirim;11277.0;2108405.0;2108405;397.994;28.3
PB;25.0;775.0;Aparecida;8225.0;2500775.0;2500775;291.478;28.2
SP;35.0;45100.0;Salmourão;4883.0;3545100.0;3545100;172.934;28.2
BA;29.0;3607.0;Biritinga;15606.0;2903607.0;2903607;553.762;28.2
RN;24.0;2808.0;Coronel Ezequiel;5241.0;2402808.0;2402808;185.748;28.2
PB;25.0;11400.0;Picuí;18835.0;2511400.0;2511400;667.714;28.2
BA;29.0;18357.0;João Dourado;25799.0;2918357.0;2918357;913.258;28.2
SP;35.0;35200.0;Palmeira d'Oeste;8994.0;3535200.0;3535200;318.74;28.2
MG;31.0;68002.0;Taiobeiras;34392.0;3168002.0;3168002;1220.046;28.2
GO;52.0;1702.0;Aragarças;18604.0;5201702.0;5201702;661.677;28.1
MA;21.0;154.0;Água Doce do Maranhão;12446.0;2100154.0;2100154;442.292;28.1
PR;41.0;11308.0;Itaúna do Sul;3620.0;4111308.0;4111308;128.87;28.1
PR;41.0;15309.0;Mariópolis;6475.0;4115309.0;4115309;230.365;28.1
PR;41.0;8205.0;Formosa do Oeste;7756.0;4108205.0;4108205;275.901;28.1
RS;43.0;1701.0;Barão de Cotegipe;7313.0;4301701.0;4301701;260.505;28.1
SP;35.0;22802.0;Itaporanga;14260.0;3522802.0;3522802;507.997;28.1
CE;23.0;11355.0;Quixelô;16992.0;2311355.0;2311355;605.345;28.1
PE;26.0;5103.0;Custódia;39403.0;2605103.0;2605103;1404.126;28.1
RN;24.0;11007.0;Rodolfo Fernandes;4349.0;2411007.0;2411007;154.84;28.1
PR;41.0;11605.0;Ivatuba;2705.0;4111605.0;4111605;96.661;28.0
BA;29.0;5305.0;Cafarnaum;18039.0;2905305.0;2905305;643.66;28.0
SP;35.0;25409.0;Jeriquara;3976.0;3525409.0;3525409;141.971;28.0
BA;29.0;27903.0;Santa Inês;10628.0;2927903.0;2927903;379.27;28.0
MG;31.0;71709.0;Virgínia;9142.0;3171709.0;3171709;326.515;28.0
SP;35.0;7704.0;Braúna;5466.0;3507704.0;3507704;195.176;28.0
PI;22.0;2208.0;Campo Maior;47074.0;2202208.0;2202208;1680.861;28.0
MG;31.0;22801.0;Dom Viçoso;3176.0;3122801.0;3122801;113.921;27.9
MA;21.0;709.0;Anajatuba;26221.0;2100709.0;2100709;940.489;27.9
SE;28.0;4458.0;Nossa Senhora Aparecida;9496.0;2804458.0;2804458;340.772;27.9
MA;21.0;2077.0;Bom Lugar;12414.0;2102077.0;2102077;445.171;27.9
PR;41.0;20408.0;Presidente Castelo Branco;4336.0;4120408.0;4120408;155.734;27.8
MG;31.0;17207.0;Conceição das Pedras;2837.0;3117207.0;3117207;102.206;27.8
RN;24.0;3004.0;Cruzeta;8238.0;2403004.0;2403004;295.83;27.8
SP;35.0;49508.0;São José da Bela Vista;7690.0;3549508.0;3549508;276.952;27.8
PB;25.0;13208.0;Santa Cruz;6041.0;2513208.0;2513208;217.677;27.8
PR;41.0;2752.0;Bela Vista da Caroba;4100.0;4102752.0;4102752;148.107;27.7
MA;21.0;1004.0;Arari;30521.0;2101004.0;2101004;1100.275;27.7
RS;43.0;18903.0;São Luiz Gonzaga;35858.0;4318903.0;4318903;1295.522;27.7
PA;15.0;6906.0;Santarém Novo;6348.0;1506906.0;1506906;229.51;27.7
SC;42.0;2206.0;Benedito Novo;10738.0;4202206.0;4202206;388.291;27.7
PA;15.0;6302.0;Salvaterra;25441.0;1506302.0;1506302;918.563;27.7
PE;26.0;6507.0;Iati;17605.0;2606507.0;2606507;635.137;27.7
RS;43.0;22301.0;Tuparendi;8536.0;4322301.0;4322301;307.71;27.7
ES;32.0;3700.0;Muniz Freire;18811.0;3203700.0;3203700;678.804;27.7
MA;21.0;10609.0;São Bernardo;27887.0;2110609.0;2110609;1005.824;27.7
CE;23.0;2008.0;Barro;19669.0;2302008.0;2302008;711.346;27.7
RN;24.0;5405.0;Japi;5231.0;2405405.0;2405405;188.99;27.7
PR;41.0;16950.0;Nova Esperança do Sudoeste;5744.0;4116950.0;4116950;208.472;27.6
SP;35.0;38907.0;Pirajuí;22743.0;3538907.0;3538907;823.758;27.6
PR;41.0;16208.0;Morretes;18908.0;4116208.0;4116208;684.58;27.6
MG;31.0;11705.0;Canaã;4832.0;3111705.0;3111705;174.9;27.6
PB;25.0;5352.0;Damião;5131.0;2505352.0;2505352;186.198;27.6
BA;29.0;3102.0;Barra do Rocha;5920.0;2903102.0;2903102;214.411;27.6
MG;31.0;22405.0;Divisa Nova;5993.0;3122405.0;3122405;216.955;27.6
MG;31.0;27388.0;Goianá;4190.0;3127388.0;3127388;152.039;27.6
SP;35.0;5104.0;Barbosa;5659.0;3505104.0;3505104;205.212;27.6
MG;31.0;37403.0;Lagoa Dourada;13116.0;3137403.0;3137403;476.693;27.5
RS;43.0;6700.0;Dona Francisca;3136.0;4306700.0;4306700;114.149;27.5
PB;25.0;14305.0;São José de Caiana;5032.0;2514305.0;2514305;183.273;27.5
PR;41.0;18105.0;Paranacity;9597.0;4118105.0;4118105;348.631;27.5
RN;24.0;901.0;Antônio Martins;6738.0;2400901.0;2400901;244.897;27.5
BA;29.0;11501.0;Gongogi;5567.0;2911501.0;2911501;202.194;27.5
PA;15.0;2152.0;Canaã dos Carajás;86629.0;1502152.0;1502152;3146.821;27.5
PR;41.0;26801.0;Tapejara;16255.0;4126801.0;4126801;591.399;27.5
PB;25.0;5105.0;Cuité;20205.0;2505105.0;2505105;733.818;27.5
PR;41.0;27957.0;Tupãssi;8204.0;4127957.0;4127957;299.769;27.4
CE;23.0;1703.0;Aurora;24267.0;2301703.0;2301703;885.87;27.4
MG;31.0;22702.0;Dom Silvério;5350.0;3122702.0;3122702;194.972;27.4
BA;29.0;2203.0;Aramari;10122.0;2902203.0;2902203;368.947;27.4
BA;29.0;603.0;Aiquara;4586.0;2900603.0;2900603;167.877;27.3
SC;42.0;5431.0;Formosa do Sul;2743.0;4205431.0;4205431;100.408;27.3
MG;31.0;35407.0;Jeceaba;6428.0;3135407.0;3135407;236.25;27.2
SC;42.0;12403.0;Pedras Grandes;4343.0;4212403.0;4212403;159.891;27.2
RS;43.0;21626.0;Travesseiro;2193.0;4321626.0;4321626;80.681;27.2
PR;41.0;27601.0;Tijucas do Sul;18279.0;4127601.0;4127601;671.889;27.2
MG;31.0;40100.0;Marilac;4320.0;3140100.0;3140100;158.809;27.2
SP;35.0;3000.0;Aramina;5526.0;3503000.0;3503000;202.829;27.2
BA;29.0;21302.0;Milagres;11434.0;2921302.0;2921302;420.358;27.2
MG;31.0;37908.0;Lamim;3226.0;3137908.0;3137908;118.602;27.2
MA;21.0;3604.0;Coroatá;61351.0;2103604.0;2103604;2263.692;27.1
SP;35.0;43006.0;Ribeirão Branco;18930.0;3543006.0;3543006;697.5;27.1
PI;22.0;10508.0;São Pedro do Piauí;14046.0;2210508.0;2210508;518.288;27.1
SC;42.0;17808.0;Taió;18808.0;4217808.0;4217808;693.847;27.1
MA;21.0;3307.0;Codó;118295.0;2103307.0;2103307;4361.606;27.1
SC;42.0;9458.0;Lajeado Grande;1771.0;4209458.0;4209458;65.348;27.1
MG;31.0;3702.0;Araponga;8218.0;3103702.0;3103702;303.793;27.1
RS;43.0;11643.0;Linha Nova;1720.0;4311643.0;4311643;63.502;27.1
MG;31.0;35308.0;Japaraíba;4672.0;3135308.0;3135308;172.141;27.1
SP;35.0;54755.0;Trabiju;1719.0;3554755.0;3554755;63.421;27.1
SC;42.0;7858.0;Irati;2100.0;4207858.0;4207858;77.912;27.0
RJ;33.0;902.0;Cambuci;15070.0;3300902.0;3300902;558.281;27.0
PA;15.0;5007.0;Nova Timboteua;13204.0;1505007.0;1505007;489.853;27.0
RN;24.0;12401.0;São José do Seridó;4716.0;2412401.0;2412401;174.505;27.0
SP;35.0;21507.0;Irapuã;6946.0;3521507.0;3521507;257.612;27.0
SP;35.0;3950.0;Aspásia;1873.0;3503950.0;3503950;69.373;27.0
SP;35.0;7159.0;Bom Sucesso de Itararé;3610.0;3507159.0;3507159;133.578;27.0
SP;35.0;18503.0;Guareí;15268.0;3518503.0;3518503;567.884;26.9
PR;41.0;12306.0;Japira;5060.0;4112306.0;4112306;187.802;26.9
RN;24.0;1503.0;Barcelona;4103.0;2401503.0;2401503;152.626;26.9
BA;29.0;10008.0;Dário Meira;11094.0;2910008.0;2910008;413.637;26.8
GO;52.0;18904.0;Rubiataba;20132.0;5218904.0;5218904;750.659;26.8
CE;23.0;4103.0;Crateús;79809.0;2304103.0;2304103;2981.459;26.8
MG;31.0;30903.0;Inhapim;23000.0;3130903.0;3130903;858.024;26.8
BA;29.0;25931.0;Quixabeira;9815.0;2925931.0;2925931;366.387;26.8
PE;26.0;14303.0;Moreilândia;10849.0;2614303.0;2614303;404.287;26.8
RJ;33.0;1108.0;Cantagalo;19996.0;3301108.0;3301108;747.21;26.8
RS;43.0;3707.0;Campina das Missões;6001.0;4303707.0;4303707;224.801;26.7
MA;21.0;13009.0;Vitorino Freire;31906.0;2113009.0;2113009;1193.385;26.7
RS;43.0;21857.0;Três Palmeiras;4826.0;4321857.0;4321857;180.599;26.7
MG;31.0;29004.0;Guiricema;7850.0;3129004.0;3129004;293.578;26.7
PR;41.0;25803.0;São Pedro do Ivaí;8611.0;4125803.0;4125803;322.692;26.7
RS;43.0;18424.0;São João da Urtiga;4549.0;4318424.0;4318424;171.029;26.6
MG;31.0;24401.0;Espírito Santo do Dourado;7007.0;3124401.0;3124401;263.879;26.6
CE;23.0;13708.0;Umari;6993.0;2313708.0;2313708;263.183;26.6
RS;43.0;19307.0;São Paulo das Missões;5948.0;4319307.0;4319307;223.942;26.6
PR;41.0;7504.0;Engenheiro Beltrão;12431.0;4107504.0;4107504;467.47;26.6
MG;31.0;58904.0;Santana do Manhuaçu;9236.0;3158904.0;3158904;347.362;26.6
SP;35.0;51207.0;Sarutaiá;3769.0;3551207.0;3551207;141.608;26.6
RS;43.0;14548.0;Pinto Bandeira;2784.0;4314548.0;4314548;104.801;26.6
RN;24.0;8409.0;Olho d'Água do Borges;3748.0;2408409.0;2408409;141.17;26.5
BA;29.0;12202.0;Ibicoara;21690.0;2912202.0;2912202;817.355;26.5
ES;32.0;169.0;Água Doce do Norte;12559.0;3200169.0;3200169;473.729;26.5
GO;52.0;21700.0;Uruana;13871.0;5221700.0;5221700;522.904;26.5
PB;25.0;8505.0;Livramento;7045.0;2508505.0;2508505;266.948;26.4
MG;31.0;50802.0;Piranga;17360.0;3150802.0;3150802;658.812;26.4
SP;35.0;42701.0;Restinga;6492.0;3542701.0;3542701;245.746;26.4
SC;42.0;8955.0;Jardinópolis;1808.0;4208955.0;4208955;68.499;26.4
ES;32.0;2702.0;Itaguaçu;14065.0;3202702.0;3202702;535.021;26.3
MG;31.0;31000.0;Inhaúma;6435.0;3131000.0;3131000;244.996;26.3
PR;41.0;22909.0;Salto do Itararé;5267.0;4122909.0;4122909;200.52;26.3
MA;21.0;8801.0;Pirapemas;18120.0;2108801.0;2108801;688.761;26.3
CE;23.0;12700.0;Senador Pompeu;25143.0;2312700.0;2312700;956.882;26.3
BA;29.0;10602.0;Esplanada;34146.0;2910602.0;2910602;1299.355;26.3
SE;28.0;3104.0;Itabi;4823.0;2803104.0;2803104;183.422;26.3
BA;29.0;32804.0;Utinga;16691.0;2932804.0;2932804;633.76;26.3
GO;52.0;13004.0;Maurilândia;10239.0;5213004.0;5213004;389.959;26.3
PR;41.0;13429.0;Lidianópolis;3989.0;4113429.0;4113429;151.456;26.3
MG;31.0;15102.0;Cássia;17495.0;3115102.0;3115102;665.802;26.3
MA;21.0;7407.0;Olho d'Água das Cunhãs;18295.0;2107407.0;2107407;695.333;26.3
PR;41.0;8320.0;Francisco Alves;8464.0;4108320.0;4108320;321.898;26.3
BA;29.0;15601.0;Itamaraju;62065.0;2915601.0;2915601;2360.584;26.3
RS;43.0;8433.0;Forquetinha;2441.0;4308433.0;4308433;93.275;26.2
MG;31.0;62948.0;São José da Barra;8084.0;3162948.0;3162948;308.319;26.2
BA;29.0;8606.0;Conde;24434.0;2908606.0;2908606;931.106;26.2
CE;23.0;7403.0;Jucás;24591.0;2307403.0;2307403;940.336;26.2
AL;27.0;1605.0;Canapi;15743.0;2701605.0;2701605;602.778;26.1
SP;35.0;40002.0;Pompéia;20512.0;3540002.0;3540002;784.674;26.1
SC;42.0;13906.0;Presidente Castello Branco;1711.0;4213906.0;4213906;65.433;26.1
RS;43.0;3400.0;Caiçara;4933.0;4303400.0;4303400;189.16;26.1
MG;31.0;64902.0;São Sebastião do Rio Verde;2373.0;3164902.0;3164902;90.848;26.1
SP;35.0;43808.0;Rinópolis;9357.0;3543808.0;3543808;358.481;26.1
SP;35.0;7407.0;Borborema;14415.0;3507407.0;3507407;552.256;26.1
MG;31.0;27404.0;Gonçalves;4891.0;3127404.0;3127404;187.353;26.1
CE;23.0;11207.0;Potengi;8926.0;2311207.0;2311207;343.264;26.0
SP;35.0;55356.0;Ubarana;5456.0;3555356.0;3555356;209.861;26.0
RN;24.0;11106.0;Ruy Barbosa;3266.0;2411106.0;2411106;125.809;26.0
PA;15.0;4109.0;Magalhães Barata;8428.0;1504109.0;1504109;323.984;26.0
RS;43.0;9506.0;Guarani das Missões;7553.0;4309506.0;4309506;290.7;26.0
AL;27.0;3502.0;Jacuípe;5432.0;2703502.0;2703502;208.738;26.0
RS;43.0;4309.0;Cândido Godói;6421.0;4304309.0;4304309;247.047;26.0
RS;43.0;13037.0;Nova Esperança do Sul;4974.0;4313037.0;4313037;191.0;26.0
AL;27.0;5804.0;Olho d'Água do Casado;8522.0;2705804.0;2705804;327.678;26.0
MA;21.0;3703.0;Cururupu;32608.0;2103703.0;2103703;1257.608;25.9
CE;23.0;4236.0;Croatá;18007.0;2304236.0;2304236;696.348;25.9
GO;52.0;5208.0;Caturaí;5318.0;5205208.0;5205208;205.065;25.9
PR;41.0;23709.0;Santa Isabel do Ivaí;9059.0;4123709.0;4123709;349.497;25.9
MG;31.0;41009.0;Mato Verde;12238.0;3141009.0;3141009;472.245;25.9
SP;35.0;27801.0;Lupércio;4017.0;3527801.0;3527801;155.171;25.9
SC;42.0;7577.0;Iomerê;2953.0;4207577.0;4207577;113.986;25.9
MA;21.0;3208.0;Chapadinha;84202.0;2103208.0;2103208;3247.385;25.9
PR;41.0;20358.0;Pranchita;5833.0;4120358.0;4120358;226.14;25.8
PR;41.0;26702.0;Tamboara;4979.0;4126702.0;4126702;193.346;25.8
PR;41.0;28609.0;Verê;8051.0;4128609.0;4128609;311.801;25.8
CE;23.0;5902.0;Ipueiras;38285.0;2305902.0;2305902;1483.258;25.8
PR;41.0;6571.0;Cruzeiro do Iguaçu;4171.0;4106571.0;4106571;161.862;25.8
PR;41.0;23907.0;Santa Mariana;11034.0;4123907.0;4123907;427.193;25.8
BA;29.0;22904.0;Nova Soure;24906.0;2922904.0;2922904;966.993;25.8
MT;51.0;1308.0;Arenápolis;10747.0;5101308.0;5101308;417.337;25.8
RS;43.0;2709.0;Butiá;19433.0;4302709.0;4302709;752.187;25.8
SC;42.0;804.0;Anchieta;5984.0;4200804.0;4200804;232.348;25.8
CE;23.0;11405.0;Quixeramobim;85797.0;2311405.0;2311405;3324.987;25.8
SC;42.0;12205.0;Papanduva;19667.0;4212205.0;4212205;764.737;25.7
RO;11.0;49.0;Cacoal;97637.0;1100049.0;1100049;3793.0;25.7
SP;35.0;17307.0;Guaimbê;5606.0;3517307.0;3517307;217.811;25.7
MG;31.0;9253.0;Bugre;4149.0;3109253.0;3109253;161.491;25.7
MG;31.0;46909.0;Papagaios;14207.0;3146909.0;3146909;553.577;25.7
SC;42.0;3303.0;Campo Alegre;12815.0;4203303.0;4203303;499.216;25.7
GO;52.0;1603.0;Araçu;3842.0;5201603.0;5201603;149.776;25.7
MG;31.0;52600.0;Pouso Alto;6755.0;3152600.0;3152600;263.034;25.7
